[23-09-2024 13:38:01] info: 	z2m: Logging to console, file (filename: log.log)
[23-09-2024 19:18:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T19:18:34+03:00","linkquality":156,"tamper":false,"voltage":2900}'
[23-09-2024 20:39:09] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T20:39:09+03:00","linkquality":153,"tamper":false,"voltage":2900}'
[23-09-2024 20:39:09] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T20:39:09+03:00","linkquality":153,"tamper":false,"voltage":2900}'
[23-09-2024 21:59:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T21:59:23+03:00","linkquality":156,"tamper":false,"voltage":2900}'
[23-09-2024 21:59:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T21:59:23+03:00","linkquality":156,"tamper":false,"voltage":2900}'
[23-09-2024 23:08:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":false,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T23:08:47+03:00","linkquality":131,"tamper":false,"voltage":2900}'
[23-09-2024 23:09:29] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T23:09:29+03:00","linkquality":153,"tamper":false,"voltage":2900}'
[23-09-2024 23:19:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T23:19:57+03:00","linkquality":160,"tamper":false,"voltage":2900}'
[23-09-2024 23:19:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":83,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-23T23:19:57+03:00","linkquality":160,"tamper":false,"voltage":2900}'
[24-09-2024 00:40:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":83,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-24T00:40:33+03:00","linkquality":156,"tamper":false,"voltage":2900}'
[24-09-2024 00:40:33] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-24T00:40:33+03:00","linkquality":156,"tamper":false,"voltage":2900}'
[24-09-2024 00:44:05] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":false,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-24T00:44:05+03:00","linkquality":163,"tamper":false,"voltage":2900}'
[24-09-2024 00:51:35] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bedroom', payload '{"battery":82.5,"battery_low":false,"contact":true,"device":{"applicationVersion":4,"dateCode":"20201026","friendlyName":"bedroom","hardwareVersion":1,"ieeeAddr":"0x00124b00234304db","manufacturerID":0,"manufacturerName":"eWeLink","model":"SNZB-04","networkAddress":1662,"powerSource":"Battery","type":"EndDevice","zclVersion":1},"last_seen":"2024-09-24T00:51:35+03:00","linkquality":153,"tamper":false,"voltage":2900}'
